Movie_ID,Title,Release_Date,Release_Year,Genre,Sub_Genre,Language,Country,Director,Production_Company,Budget_USD,Revenue_USD,Runtime_Min,IMDb_Rating,User_Rating,Vote_Count,Popularity_Score,OTT_Platform,OTT_Available,OTT_Release_Date,Content_Type,Age_Rating,Awards_Count,Franchise,Sequel
MV09773,Pulp Fiction,2015-10-09,2015,Crime/Drama,Drama,English,USA,Quentin Tarantino,Miramax,13158000.0,92594461.0,122,7.6,7.2,3267,77.59,Not Available,No,,Movie,PG-13,1,,No
MV09774,Stree,2024-09-22,2024,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,123990000.0,246988000.0,137,6.9,6.8,694,38.39,ZEE5,Yes,2025-02-18,Movie,PG-13,2,Star Wars,Yes
MV09775,Master,2024-04-08,2024,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,24926000.0,33044000.0,139,5.9,6.3,1763,34.23,Not Available,No,,Movie,U,3,,No
MV09776,Avatar,2018-05-19,2018,Sci-Fi/Adventure,Adventure,English,USA,James Cameron,20th Century Fox,33427000.0,45061000.0,88,6.1,5.9,5285,64.03,Netflix,Yes,2019-09-02,Movie,U/A,2,,No
MV09777,Pushpa: The Rise,2002-11-14,2002,Action/Drama,Drama,Telugu,India,Sukumar,Mythri Movie Makers,27910000.0,63820000.0,166,6.5,6.7,133212,66.05,Apple TV+,Yes,2003-10-17,Movie,PG-13,5,Pushpa,No
MV09778,Barfi!,2011-08-16,2011,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,6507000.0,38052786.0,83,7.7,7.8,2027,55.15,Netflix,Yes,2011-12-14,Movie,PG,1,,No
MV09779,Bajrangi Bhaijaan,2004-12-22,2004,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,17333000.0,66933000.0,132,6.4,6.6,820,24.42,HBO Max,Yes,2006-02-11,Movie,PG-13,2,,No
MV09780,The Shawshank Redemption,2001-05-01,2001,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,20872000.0,174601000.0,125,6.2,6.0,255,30.09,ZEE5,Yes,2002-07-02,Movie,18+,3,,No
MV09781,Animal,2021-03-23,2021,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,23766000.0,133358000.0,137,8.6,8.5,6861,83.67,Netflix,Yes,2022-07-18,Series,PG-13,5,,No
MV09782,Andhadhun,2006-03-17,2006,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,35507000.0,100197000.0,160,7.1,7.1,3980,87.51,Prime Video,Yes,2006-07-06,Movie,R,2,Star Wars,Yes
MV09783,Jai Bhim,2012-08-23,2012,Drama/Legal,Legal,Tamil,India,T. J. Gnanavel,2D Entertainment,19822000.0,134632000.0,119,6.4,6.5,368,60.58,Apple TV+,Yes,2013-09-19,Movie,PG,0,,No
MV09784,Dangal,2024-05-28,2024,Biography/Drama,Drama,Hindi,India,Nitesh Tiwari,Aamir Khan Productions,119753000.0,1163407000.0,96,6.1,5.5,7111,53.44,HBO Max,Yes,2024-12-30,Movie,16+,5,,No
MV09785,Jawan,2014-10-05,2014,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,57776000.0,549195000.0,78,7.4,7.1,38566,53.89,Prime Video,Yes,2016-01-01,Movie,16+,0,,No
MV09786,Jai Bhim,2021-06-07,2021,Drama/Legal,Legal,Tamil,India,T. J. Gnanavel,2D Entertainment,25275000.0,22393000.0,133,6.3,6.1,3300,73.81,Prime Video,Yes,2022-08-23,Movie,PG-13,0,Jurassic,No
MV09787,Queen,2002-03-27,2002,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,71735000.0,74564000.0,166,7.2,7.4,6881,41.18,Disney+,Yes,2002-09-11,Movie,U,1,Star Wars,Yes
MV09788,Stree,2020-12-14,2020,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,25684000.0,407014000.0,119,7.7,7.7,18399,73.12,SonyLIV,Yes,2021-04-09,Movie,U,2,,No
MV09789,Lagaan,2019-12-20,2019,Drama/Sport,Sport,Hindi,India,Ashutosh Gowariker,Aamir Khan Productions,95720000.0,75288000.0,111,6.0,5.5,1639,64.79,Not Available,No,,Movie,PG-13,2,,No
MV09790,RRR,2004-01-07,2004,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,DVV Entertainment,17986000.0,14200000.0,138,7.3,7.3,1480,32.87,ZEE5,Yes,2004-03-22,Movie,PG,0,,No
MV09791,Lagaan,2023-10-18,2023,Drama/Sport,Sport,Hindi,India,Ashutosh Gowariker,Aamir Khan Productions,101699000.0,339350000.0,134,6.3,6.5,1969,65.95,Not Available,No,,Movie,PG-13,2,,No
MV09792,Zindagi Na Milegi Dobara,2007-07-22,2007,Adventure/Comedy,Comedy,Hindi,India,Zoya Akhtar,Excel Entertainment,25162000.0,189857000.0,115,4.8,5.2,531,11.24,Apple TV+,Yes,2008-04-11,Movie,PG-13,1,,No
MV09793,Jawan,2021-04-16,2021,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,193772000.0,879085000.0,138,6.9,6.7,11235,53.2,Apple TV+,Yes,2021-06-23,Movie,18+,2,,No
MV09794,Inception,2000-11-18,2000,Sci-Fi/Thriller,Thriller,English,USA,Christopher Nolan,Warner Bros.,77936000.0,115281000.0,82,7.5,7.6,55966,49.89,Netflix,Yes,2001-07-12,Movie,U/A,3,Harry Potter,No
MV09795,Queen,2007-07-16,2007,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,36898000.0,58708000.0,103,6.3,6.6,1126,49.51,Hulu,Yes,2008-05-31,Movie,U/A,2,Mission Impossible,Yes
MV09796,Drishyam,2023-07-21,2023,Crime/Thriller,Thriller,Hindi,India,Nishikant Kamat,Panorama Studios,367853000.0,206023000.0,137,7.8,7.9,1442,78.59,Hulu,Yes,2024-10-27,Movie,16+,2,Mission Impossible,Yes
MV09797,Jawan,2017-09-03,2017,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,24784000.0,862949000.0,70,6.5,6.7,10373,42.92,Netflix,Yes,2019-01-23,Series,PG-13,4,Star Wars,Yes
MV09798,RRR,2019-09-05,2019,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,DVV Entertainment,846507000.0,1334883000.0,126,7.5,7.7,724,48.7,Hulu,Yes,2020-06-02,Movie,R,5,,No
MV09799,Stree,2015-02-25,2015,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,25070000.0,54050000.0,118,6.9,6.9,366,64.81,Prime Video,Yes,2015-06-03,Series,16+,5,Marvel Universe,Yes
MV09800,The Dark Knight,2017-01-01,2017,Action/Crime,Crime,English,USA,Christopher Nolan,Warner Bros.,101036000.0,60232000.0,85,5.5,5.3,3034,50.8,JioCinema,Yes,2017-05-10,Movie,PG,1,,No
MV09801,Pathaan,2019-07-03,2019,Action/Thriller,Thriller,Hindi,India,Siddharth Anand,Yash Raj Films,31105000.0,70784000.0,150,8.5,8.2,1746,26.54,JioCinema,Yes,2020-08-04,Movie,U/A,6,Star Wars,Yes
MV09802,The Shawshank Redemption,2011-08-23,2011,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,57700000.0,58082000.0,70,5.6,6.0,506,67.16,SonyLIV,Yes,2013-01-29,Movie,U,7,,No
MV09803,Pulp Fiction,2012-11-13,2012,Crime/Drama,Drama,English,USA,Quentin Tarantino,Miramax,14839000.0,29213060.0,89,6.3,6.2,4307,41.49,HBO Max,Yes,2014-03-06,Series,18+,0,Harry Potter,Yes
MV09804,Lagaan,2012-07-01,2012,Drama/Sport,Sport,Hindi,India,Ashutosh Gowariker,Aamir Khan Productions,138305000.0,186650000.0,108,6.9,7.2,295,26.83,Not Available,No,,Movie,R,0,Marvel Universe,No
MV09805,Pulp Fiction,2009-01-28,2009,Crime/Drama,Drama,English,USA,Quentin Tarantino,Miramax,55637000.0,495195000.0,146,6.4,6.2,10455,3.35,JioCinema,Yes,2009-12-31,Movie,16+,2,,No
MV09806,Kabhi Khushi Kabhie Gham,2006-02-18,2006,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,40643000.0,83885000.0,163,5.4,5.8,2257,49.27,HBO Max,Yes,2006-11-14,Movie,U/A,3,,No
MV09807,Barfi!,2024-11-21,2024,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,143224000.0,99880000.0,106,5.2,5.4,585,37.43,Not Available,No,,Movie,16+,1,Fast & Furious,Yes
MV09808,Avatar,2013-09-23,2013,Sci-Fi/Adventure,Adventure,English,USA,James Cameron,20th Century Fox,29754000.0,19526000.0,112,5.8,5.9,1604,28.86,HBO Max,Yes,2013-11-10,Movie,PG-13,4,,No
MV09809,Jawan,2023-02-05,2023,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,71739000.0,206376000.0,126,6.3,6.5,84592,28.74,Netflix,Yes,2024-03-28,Series,U,0,,No
MV09810,Kantara,2015-05-08,2015,Action/Drama,Drama,Kannada,India,Rishab Shetty,Hombale Films,36370000.0,59907000.0,70,8.8,8.9,7143,26.62,Disney+,Yes,2015-09-29,Movie,U/A,3,,No
MV09811,Rockstar,2014-09-24,2014,Drama/Music,Music,Hindi,India,Imtiaz Ali,Eros International,17733000.0,9972000.0,121,7.5,7.8,9566,50.9,SonyLIV,Yes,2015-06-03,Movie,U/A,1,,No
MV09812,Vikram,2011-02-04,2011,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,6447000.0,18989512.0,78,6.7,6.5,5613,52.8,Netflix,Yes,2012-06-08,Movie,16+,3,,No
MV09813,Parasite,2008-02-22,2008,Drama/Thriller,Thriller,Korean,South Korea,Bong Joon Ho,Barunson E&A,13604000.0,21391629.0,70,8.0,8.0,3525,37.28,Apple TV+,Yes,2008-07-19,Movie,R,1,,No
MV09814,Baahubali: The Beginning,2007-04-15,2007,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,5202000.0,60349660.0,124,6.0,5.6,253,45.82,ZEE5,Yes,2007-05-22,Movie,U,1,Baahubali,No
MV09815,K.G.F: Chapter 2,2017-07-13,2017,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,8075000.0,29670441.0,104,7.3,7.1,432,53.65,Netflix,Yes,2018-09-25,Series,18+,6,K.G.F,Yes
MV09816,Stree,2022-02-09,2022,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,71986000.0,140932000.0,115,8.5,8.6,3049,74.9,Prime Video,Yes,2022-07-30,Series,18+,6,,Yes
MV09817,Kahaani,2017-05-01,2017,Mystery/Thriller,Thriller,Hindi,India,Sujoy Ghosh,Bound Script Production,14661000.0,135831977.0,92,7.9,7.8,8434,58.18,Not Available,No,,Movie,U/A,0,,No
MV09818,Master,2012-12-27,2012,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,18549000.0,6164000.0,142,7.5,7.4,1027,57.76,Not Available,No,,Movie,PG-13,1,,No
MV09819,Gully Boy,2017-03-20,2017,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,24804000.0,21219000.0,89,8.5,8.5,1482,57.93,Hulu,Yes,2017-11-09,Movie,PG-13,6,,No
MV09820,Vikram,2014-03-22,2014,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,29489000.0,46499000.0,113,7.1,6.7,2045,55.67,HBO Max,Yes,2015-02-24,Movie,PG-13,3,,No
MV09821,Zindagi Na Milegi Dobara,2003-06-10,2003,Adventure/Comedy,Comedy,Hindi,India,Zoya Akhtar,Excel Entertainment,10260000.0,42285230.0,111,7.1,7.4,2082,51.92,HBO Max,Yes,2004-04-02,Movie,R,1,,No
MV09822,Pushpa: The Rise,2016-11-23,2016,Action/Drama,Drama,Telugu,India,Sukumar,Mythri Movie Makers,90796000.0,586263000.0,114,5.5,5.7,2865,41.69,SonyLIV,Yes,2018-04-17,Movie,R,2,Pushpa,Yes
MV09823,Jawan,2004-09-16,2004,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,78354000.0,179569000.0,111,6.0,5.9,61021,39.66,SonyLIV,Yes,2004-11-20,Series,R,2,,No
MV09824,Barfi!,2021-10-25,2021,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,122139000.0,261156000.0,199,6.9,7.3,7201,44.87,Netflix,Yes,2023-03-25,Movie,U/A,0,Star Wars,No
MV09825,Interstellar,2015-07-27,2015,Sci-Fi/Drama,Drama,English,USA,Christopher Nolan,Paramount Pictures,27178000.0,44244000.0,118,6.5,6.9,1598,30.91,Netflix,Yes,2016-12-24,Movie,18+,2,Fast & Furious,No
MV09826,Stree,2008-01-19,2008,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,32058000.0,30672000.0,129,6.8,6.9,1130,61.37,Netflix,Yes,2009-01-14,Movie,R,2,Fast & Furious,No
MV09827,Titanic,2009-05-26,2009,Romance/Drama,Drama,English,USA,James Cameron,20th Century Fox,28032000.0,72459000.0,123,7.3,7.5,81783,72.69,Netflix,Yes,2010-08-03,Movie,16+,1,,No
MV09828,K.G.F: Chapter 2,2023-12-27,2023,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,155500000.0,114816000.0,85,6.4,6.3,20391,53.28,Hulu,Yes,2024-06-03,Movie,U,1,K.G.F,Yes
MV09829,Queen,2017-06-06,2017,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,32754000.0,136138000.0,89,7.7,7.5,1725,57.87,Not Available,No,,Movie,PG-13,4,,No
MV09830,Vikram,2016-05-06,2016,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,13455000.0,424746811.0,126,5.1,5.2,1117,45.22,Not Available,No,,Movie,18+,4,,No
MV09831,Inception,2017-09-13,2017,Sci-Fi/Thriller,Thriller,English,USA,Christopher Nolan,Warner Bros.,31975000.0,81496000.0,126,5.7,5.7,11040,46.85,Apple TV+,Yes,2018-06-19,Movie,U,2,,No
MV09832,Avatar,2006-01-01,2006,Sci-Fi/Adventure,Adventure,English,USA,James Cameron,20th Century Fox,39069000.0,291061000.0,126,7.1,7.0,4220,41.84,JioCinema,Yes,2006-07-17,Movie,U,3,,No
MV09833,Master,2003-09-14,2003,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,205599000.0,72220000.0,127,4.7,4.7,121,57.19,Prime Video,Yes,2004-08-11,Movie,PG,2,,No
MV09834,Zindagi Na Milegi Dobara,2025-08-09,2025,Adventure/Comedy,Comedy,Hindi,India,Zoya Akhtar,Excel Entertainment,77980000.0,104606000.0,131,5.7,5.5,218,39.88,ZEE5,Yes,2026-06-09,Movie,PG,1,Star Wars,No
MV09835,Avatar,2004-07-10,2004,Sci-Fi/Adventure,Adventure,English,USA,James Cameron,20th Century Fox,76073000.0,301642000.0,152,6.4,6.3,463,59.35,Netflix,Yes,2004-11-12,Movie,U/A,4,,No
MV09836,Master,2022-06-09,2022,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,15247000.0,17371000.0,127,8.5,8.6,16109,54.01,,Yes,2023-06-04,Series,16+,7,,No
MV09837,Bajrangi Bhaijaan,2015-02-15,2015,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,47005000.0,26463000.0,156,6.4,6.5,7884,48.99,Prime Video,Yes,2015-10-19,Series,18+,1,,No
MV09838,Bajrangi Bhaijaan,2002-04-02,2002,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,84895000.0,231924000.0,150,5.8,5.9,603,28.83,Hulu,Yes,2003-02-26,Movie,U,1,DC Universe,No
MV09839,Andhadhun,2025-06-17,2025,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,61418000.0,154306000.0,123,6.5,6.8,14151,62.27,Netflix,Yes,2026-08-16,Movie,U,2,Star Wars,Yes
MV09840,Barfi!,2017-07-23,2017,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,13052000.0,153764949.0,169,7.1,7.2,980,62.07,Not Available,No,,Movie,18+,2,,No
MV09841,Dangal,2022-07-20,2022,Biography/Drama,Drama,Hindi,India,Nitesh Tiwari,Aamir Khan Productions,17702000.0,12597000.0,122,6.9,7.0,358,36.06,Netflix,Yes,2023-05-23,Movie,R,2,,No
MV09842,Pathaan,2020-08-21,2020,Action/Thriller,Thriller,Hindi,India,Siddharth Anand,Yash Raj Films,13415000.0,96686402.0,131,5.7,5.8,1760,58.75,HBO Max,Yes,2021-04-16,Series,U,2,James Bond,Yes
MV09843,Jawan,2013-02-21,2013,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,23461000.0,11775000.0,112,8.9,8.7,1031,64.52,Disney+,Yes,2013-07-09,Movie,U/A,6,,No
MV09844,Pulp Fiction,2014-12-10,2014,Crime/Drama,Drama,English,USA,Quentin Tarantino,Miramax,13706000.0,25678482.0,130,7.9,7.8,6979,88.18,HBO Max,Yes,2016-03-24,Series,R,2,James Bond,Yes
MV09845,Baahubali 2: The Conclusion,2016-09-26,2016,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,137506000.0,504654000.0,181,8.0,7.3,37673,62.01,Apple TV+,Yes,2018-03-24,Movie,PG-13,2,Baahubali,Yes
MV09846,Stree,2000-01-27,2000,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,206305000.0,620857000.0,133,5.9,5.9,1773,62.61,Prime Video,Yes,2001-03-19,Movie,R,2,Harry Potter,Yes
MV09847,Kabhi Khushi Kabhie Gham,2024-02-16,2024,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,32973000.0,33685000.0,140,5.9,5.7,7291,55.36,JioCinema,Yes,2025-04-17,Movie,PG,3,,No
MV09848,Bajrangi Bhaijaan,2020-10-08,2020,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,42731000.0,133654000.0,137,6.3,6.4,1303,26.26,Apple TV+,Yes,2021-10-13,Series,PG,3,,No
MV09849,Kahaani,2016-05-28,2016,Mystery/Thriller,Thriller,Hindi,India,Sujoy Ghosh,Bound Script Production,22365000.0,37739000.0,176,6.0,5.7,1577,34.45,Not Available,No,,Movie,U,2,,No
MV09850,Animal,2022-09-22,2022,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,20151000.0,39194000.0,118,6.8,6.4,2729,22.83,Netflix,Yes,2023-10-06,Movie,PG-13,0,,No
MV09851,Queen,2024-08-12,2024,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,15906000.0,20928000.0,124,7.9,7.9,203,53.07,Prime Video,Yes,2025-09-05,Movie,R,0,,No
MV09852,Andhadhun,2010-01-16,2010,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,15594000.0,10494000.0,123,7.1,7.0,3777,31.06,Apple TV+,Yes,2010-10-06,Movie,U/A,3,,No
MV09853,Forrest Gump,2016-09-25,2016,Drama/Romance,Romance,English,USA,Robert Zemeckis,Paramount Pictures,21661000.0,48193000.0,138,7.3,7.4,2060,83.2,SonyLIV,Yes,2017-08-08,Series,U/A,2,Star Wars,Yes
MV09854,K.G.F: Chapter 2,2025-03-17,2025,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,14048000.0,70071976.0,139,6.6,6.3,6658,62.65,SonyLIV,Yes,2026-02-14,Movie,U,1,K.G.F,Yes
MV09855,Pathaan,2013-08-08,2013,Action/Thriller,Thriller,Hindi,India,Siddharth Anand,Yash Raj Films,162628000.0,141389000.0,122,5.9,5.6,11634,50.86,Apple TV+,Yes,2014-09-04,Movie,U/A,3,,No
MV09856,The Godfather,2019-12-09,2019,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,21553000.0,91104000.0,77,7.4,7.6,1141,39.59,HBO Max,Yes,2020-12-06,Movie,U/A,3,,No
MV09857,Kabhi Khushi Kabhie Gham,2018-06-25,2018,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,38729000.0,75124000.0,133,6.8,6.8,790,35.73,Disney+,Yes,2019-02-25,Movie,U/A,2,Marvel Universe,Yes
MV09858,Parasite,2020-12-10,2020,Drama/Thriller,Thriller,Korean,South Korea,Bong Joon Ho,Barunson E&A,81462000.0,381396000.0,101,7.0,7.0,30975,60.2,Not Available,No,,Series,16+,1,Marvel Universe,No
MV09859,K.G.F: Chapter 2,2006-09-28,2006,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,58357000.0,91052000.0,75,8.1,8.1,2631,83.38,SonyLIV,Yes,2006-11-27,Movie,U/A,7,K.G.F,Yes
MV09860,Avatar,2023-04-11,2023,Sci-Fi/Adventure,Adventure,English,USA,James Cameron,20th Century Fox,14744000.0,36675030.0,127,6.8,6.8,326,38.74,Apple TV+,Yes,2024-04-02,Movie,U,3,,Yes
MV09861,Rockstar,2012-05-22,2012,Drama/Music,Music,Hindi,India,Imtiaz Ali,Eros International,165979000.0,2464925000.0,130,8.1,8.2,465,25.19,Not Available,No,,Movie,18+,5,Marvel Universe,No
MV09862,Gully Boy,2017-06-26,2017,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,17997000.0,15675000.0,134,7.6,7.3,868,60.56,JioCinema,Yes,2017-10-30,Movie,18+,2,,No
MV09863,Barfi!,2022-02-04,2022,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,21479000.0,54073000.0,138,7.2,7.3,14165,61.99,ZEE5,Yes,2022-03-12,Movie,18+,1,,No
MV09864,Rockstar,2013-12-09,2013,Drama/Music,Music,Hindi,India,Imtiaz Ali,Eros International,10438000.0,27757606.0,147,5.8,5.8,4202,51.7,Not Available,No,,Movie,18+,1,,No
MV09865,Titanic,2000-07-09,2000,Romance/Drama,Drama,English,USA,James Cameron,20th Century Fox,98499000.0,355789000.0,109,7.3,7.0,2896,26.31,Apple TV+,Yes,2001-03-14,Movie,18+,1,Marvel Universe,No
MV09866,Dilwale Dulhania Le Jayenge,2006-06-11,2006,Romance/Drama,Drama,Hindi,India,Aditya Chopra,Yash Raj Films,12089000.0,120810068.0,110,7.5,7.6,4726,41.97,Netflix,Yes,2006-10-27,Series,PG-13,2,,No
MV09867,The Shawshank Redemption,2007-07-25,2007,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,24976000.0,23257000.0,156,5.7,5.1,215,49.82,SonyLIV,Yes,2008-10-25,Movie,PG,0,,No
MV09868,Inception,2017-12-16,2017,Sci-Fi/Thriller,Thriller,English,USA,Christopher Nolan,Warner Bros.,18006000.0,114807000.0,99,7.7,7.8,4353,51.56,Not Available,No,,Movie,R,1,,No
MV09869,K.G.F: Chapter 2,2008-04-09,2008,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,9545000.0,201968223.0,108,8.3,8.3,255,88.45,Apple TV+,Yes,2009-09-24,Movie,18+,7,K.G.F,Yes
MV09870,Andhadhun,2000-03-12,2000,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,87686000.0,174482000.0,135,7.3,7.2,10257,65.6,Not Available,No,,Series,U/A,3,,No
MV09871,Stree,2021-11-28,2021,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,50462000.0,93581000.0,142,6.1,6.0,3243,41.44,Disney+,Yes,2022-08-09,Movie,PG-13,1,,No
MV09872,Dilwale Dulhania Le Jayenge,2016-08-03,2016,Romance/Drama,Drama,Hindi,India,Aditya Chopra,Yash Raj Films,6665000.0,67938146.0,159,7.5,7.4,1996,27.86,Netflix,Yes,2017-09-14,Series,R,3,Toy Story,Yes
MV09873,Zindagi Na Milegi Dobara,2018-03-03,2018,Adventure/Comedy,Comedy,Hindi,India,Zoya Akhtar,Excel Entertainment,12886000.0,83549362.0,134,6.2,6.4,290,61.86,JioCinema,Yes,2018-11-10,Movie,U/A,1,,No
MV09874,Kahaani,2005-09-26,2005,Mystery/Thriller,Thriller,Hindi,India,Sujoy Ghosh,Bound Script Production,24538000.0,23503000.0,87,7.3,7.0,9318,31.57,Netflix,Yes,2006-06-21,Movie,U/A,2,,No
MV09875,Kantara,2002-03-06,2002,Action/Drama,Drama,Kannada,India,Rishab Shetty,Hombale Films,12400000.0,71882143.0,108,7.4,7.0,16063,43.2,Not Available,No,,Movie,18+,1,James Bond,Yes
MV09876,The Dark Knight,2023-11-20,2023,Action/Crime,Crime,English,USA,Christopher Nolan,Warner Bros.,10124000.0,237759817.0,70,5.3,5.5,850,60.32,Apple TV+,Yes,2024-06-16,Movie,PG-13,0,,No
MV09877,Vikram,2004-02-12,2004,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,7522000.0,37915182.0,118,6.3,6.2,544,66.59,Not Available,No,,Series,U,1,,No
MV09878,PK,2001-12-03,2001,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,12448000.0,56641525.0,154,5.6,5.5,3844,42.72,Prime Video,Yes,2003-05-19,Series,16+,4,,No
MV09879,Forrest Gump,2019-05-16,2019,Drama/Romance,Romance,English,USA,Robert Zemeckis,Paramount Pictures,15455000.0,75684000.0,118,5.5,5.3,985,55.86,JioCinema,Yes,2019-10-25,Movie,R,3,Fast & Furious,Yes
MV09880,Pathaan,2024-10-20,2024,Action/Thriller,Thriller,Hindi,India,Siddharth Anand,Yash Raj Films,89293000.0,422833000.0,158,5.9,5.5,1899,58.23,Disney+,Yes,2025-11-29,Movie,PG-13,2,,No
MV09881,Kabhi Khushi Kabhie Gham,2003-05-13,2003,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,18581000.0,29006000.0,116,5.2,4.7,1347,25.67,Prime Video,Yes,2004-04-12,Series,PG,0,,No
MV09882,Pathaan,2009-12-27,2009,Action/Thriller,Thriller,Hindi,India,Siddharth Anand,Yash Raj Films,6197000.0,52375589.0,70,6.4,6.5,1987,45.64,Netflix,Yes,2011-03-02,Movie,U,0,Fast & Furious,Yes
MV09883,PK,2009-01-20,2009,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,48854000.0,49525000.0,116,7.1,7.4,42493,60.07,Netflix,Yes,2010-04-20,Movie,U/A,0,,No
MV09884,Gully Boy,2023-11-26,2023,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,7048000.0,32792666.0,188,7.2,7.3,295,59.05,Disney+,Yes,2025-03-29,Movie,PG,0,James Bond,No
MV09885,Queen,2020-03-15,2020,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,19665000.0,27267000.0,84,6.4,6.4,13829,33.67,HBO Max,Yes,2021-05-06,Movie,16+,7,,No
MV09886,Bajrangi Bhaijaan,2010-02-16,2010,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,53045000.0,48898000.0,131,6.9,6.5,1706,45.71,Disney+,Yes,2011-04-18,Movie,18+,0,,No
MV09887,Master,2015-07-10,2015,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,19430000.0,15131000.0,132,8.7,8.7,2035,65.19,Prime Video,Yes,2016-08-26,Movie,PG,4,,No
MV09888,Animal,2025-09-16,2025,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,43214000.0,124761000.0,111,7.1,6.5,2709,35.06,JioCinema,Yes,2027-01-06,Series,16+,3,,No
